287 17565 64697
0 0     -2.652492e+02 -1.078278e+01
2 641     -7.099229e+02 2.263750e+02
2 642     -1.052353e+02 2.071808e+02
2 643     3.757516e+02 3.459742e+02
3 644     5.268604e+02 -2.648745e+02
3 645     4.039813e+02 -5.292155e+02
3 646     3.192031e+02 -4.202961e+02
3 647     4.548644e+02 -2.847803e+02
3 648     4.621703e+02 -3.199179e+02
3 649     6.526416e+01 -5.252645e+02
3 650     5.026453e+02 -3.042313e+02
3 651     3.142209e+02 -5.764867e+02
3 652     4.304327e+02 -4.353903e+02
3 653     2.893774e+02 -3.381942e+02
3 654     5.302687e+02 -3.102724e+02
3 655     5.886182e+02 -3.588852e+02
3 656     5.339014e+02 -3.439416e+02
3 657     4.864451e+02 -3.299698e+02
3 658     1.371219e+02 -5.093702e+02
3 659     4.188462e+02 -4.873445e+02
3 660     4.102559e+02 -4.250197e+02
3 661     4.446542e+02 -3.814373e+02
3 662     1.080446e+02 -4.755590e+02
3 663     3.965861e+02 -4.171541e+02
3 664     4.543647e+02 -3.311785e+02
4 665     1.598987e+02 -8.440039e+01
4 666     2.790306e+02 8.419421e+01
4 667     1.271130e+01 2.173260e+01
4 668     1.704814e+02 -5.437097e+01
4 669     2.468622e+01 -7.302319e+01
4 670     -3.799623e+02 -1.033081e+01
4 671     2.404595e+02 -1.820405e+02
4 672     9.814301e+01 -2.649395e+02
4 673     -5.899442e+01 -2.737475e+02
4 674     -4.438255e+02 -3.477112e+02
4 675     -3.084966e+02 -3.000009e+02
4 676     2.052750e+02 1.167341e+02
4 677     2.494985e+02 1.127705e+02
4 678     -2.745149e+02 -8.451428e+01
4 679     -2.918866e+01 -1.592415e+02
4 680     1.721498e+02 -1.586632e+02
4 681     5.747729e+01 -3.896101e+02
4 682     -3.581460e+02 -3.446840e+02
4 683     1.787726e+02 -2.499977e+02
4 684     -6.172977e+01 -3.128562e+02
4 685     5.017377e+01 -2.429057e+02
4 686     4.504321e+02 -2.124664e+02
4 687     -6.610257e+01 -2.074618e+02
4 688     7.896686e+01 -1.471833e+02
4 689     3.805933e+02 -8.979108e+01
4 690     2.716113e+02 1.627759e+02
4 691     2.662891e+02 -4.267533e+02
4 692     1.972164e+02 -3.699718e+02
4 693     5.143616e+00 -3.775050e+02
4 694     1.363828e+02 -3.813612e+02
4 695     1.705654e+02 9.153748e+00
4 696     -2.447207e+02 -3.346958e+02
4 697     -4.217278e+02 -3.315170e+02
4 698     2.412571e+02 -3.081962e+02
4 699     -3.322644e+01 -2.996304e+02
4 700     -3.180905e+01 -2.314581e+02
4 701     6.228125e+01 -3.368361e+02
4 702     -1.885405e+02 -2.186240e+02
4 703     -6.147461e+00 -1.975785e+02
4 704     2.098356e+02 -1.531093e+02
4 705     2.435695e+02 -1.414033e+02
4 706     -4.229337e+02 -1.071166e+02
4 707     1.006026e+02 -5.547803e+01
4 708     1.988372e+02 -5.105042e+00
4 709     -2.039087e+01 -5.833313e+00
4 710     2.710099e+02 6.457642e+00
4 711     -3.635023e+02 -6.646945e+02
4 712     3.157621e+02 4.017814e+02
4 713     4.837087e+02 -2.189722e+02
4 714     3.860855e+02 4.864229e+02
4 647     2.338521e+02 1.482528e+02
4 715     1.853775e+02 8.163232e+01
4 716     3.328327e+02 6.945966e+01
4 646     1.491520e+02 5.201709e+01
4 717     1.242716e+02 4.932159e+01
4 718     1.757957e+02 5.362286e+01
4 719     2.970282e+02 9.234497e+01
4 720     2.343516e+02 -1.006438e+02
4 721     2.105669e+02 7.873676e+01
4 722     1.923960e+02 3.033807e+01
4 723     2.200952e+02 -1.758472e+01
4 724     6.335480e+01 -3.667859e+01
4 725     3.506675e+02 -5.313824e+01
4 726     2.897452e+02 -6.484277e+01
4 727     3.118191e+02 -6.957831e+01
4 728     2.497183e+02 -8.242664e+01
4 729     4.942749e+01 -8.824823e+01
4 730     2.717526e+02 -8.645441e+01
4 731     3.474025e+02 9.943237e+01
4 732     2.376416e+02 9.844647e+01
4 733     2.623905e+02 1.113968e+02
4 734     2.934824e+02 1.387966e+02
4 735     7.476147e+01 -4.503109e+02
4 736     8.729089e+01 -1.096369e+02
4 737     -2.447609e+02 -1.105791e+02
4 738     -4.340596e+02 -1.238931e+02
4 739     -3.136652e+01 -1.121242e+02
4 740     2.592197e+02 -1.109539e+02
4 741     -1.001740e+01 -1.224212e+02
4 742     3.096628e+02 -1.215392e+02
4 743     4.538007e+01 -2.083768e+02
4 744     3.176912e+02 -2.715951e+02
4 745     1.631718e+02 -2.884512e+02
4 746     2.775038e+02 -1.241036e+02
4 154     -3.958015e+02 -1.063498e+02
4 747     3.285200e+02 -4.440179e+01
4 748     5.066754e+01 -5.740735e+01
4 749     -1.996100e+01 -6.038397e+01
4 750     -4.312286e+01 -7.806879e+01
4 751     1.839478e+01 -7.708936e+01
4 752     -2.581586e+01 -8.087335e+01
4 753     -1.271393e+01 -9.445038e+01
4 473     -3.741169e+02 -1.788177e+02
4 754     2.056378e+01 -1.066591e+02
4 755     2.044661e+02 -1.138352e+02
4 756     5.227965e+02 -1.223339e+02
4 757     -2.428073e+02 -1.285369e+02
4 758     -4.264461e+02 -1.494034e+02
4 759     -2.516854e+02 -1.598036e+02
4 760     -8.886987e+01 -1.641447e+02
4 761     -2.344478e+02 -1.720832e+02
4 762     -8.425827e+01 -1.784891e+02
4 763     7.760254e+01 -1.711483e+02
4 764     4.079956e+02 -1.727836e+02
4 765     -4.012281e+02 -1.775184e+02
4 766     8.121381e+01 -8.771448e+01
4 291     -3.984240e+02 -1.514382e+02
4 767     -2.252563e+02 -4.603658e+02
4 768     2.536365e+02 1.834398e+02
4 769     3.089182e+02 1.563506e+02
4 770     2.743660e+02 3.196039e+01
4 771     5.682886e+01 -4.822952e+02
4 772     9.691785e+01 -5.430099e+02
4 773     1.324078e+02 -4.739572e+02
4 774     -2.859638e+02 -3.119768e+02
4 775     1.889009e+02 -1.874444e+02
4 776     4.581854e+02 -1.920277e+02
4 777     -3.325082e+01 -2.061330e+02
4 778     1.967368e+02 -2.323323e+02
4 779     3.979750e+02 -2.330240e+02
4 780     1.334166e+02 -2.486729e+02
4 781     1.969658e+02 -2.536072e+02
4 782     1.812147e+02 -2.652231e+02
4 783     4.907799e+02 -2.805250e+02
4 784     7.890045e+01 -2.921065e+02
4 210     -3.244884e+02 -1.804265e+02
4 785     -6.484375e-01 -3.977600e+02
4 786     1.626137e+02 -4.540946e+02
4 787     -2.666807e+02 -1.931925e+02
4 788     4.889844e+01 -1.833592e+02
4 789     3.640204e+01 -1.817241e+02
4 790     3.921710e+02 -1.610380e+02
4 791     -3.742984e+02 -1.532394e+02
4 792     3.013860e+02 -2.004757e+02
4 793     -3.456319e+02 -1.326637e+02
4 794     -3.723927e+02 -1.308276e+02
4 795     2.207178e+02 -1.212732e+02
4 796     2.751830e+02 -1.046879e+02
4 797     2.146287e+02 -9.360760e+01
4 798     1.478519e+02 -8.463519e+01
4 799     3.367386e+02 -7.576776e+01
4 800     4.663029e+02 -2.112231e+02
4 801     2.560389e+02 -2.124954e+02
4 802     -7.941135e+01 -2.154826e+02
4 803     -4.622308e+01 -2.219136e+02
4 804     1.609798e+02 -2.406522e+02
4 805     -4.613461e+01 -2.596362e+02
4 806     5.403137e+01 -2.689872e+02
4 807     -7.850241e+01 -2.711918e+02
4 808     3.097314e+01 -2.744683e+02
4 809     1.090233e+02 -2.750511e+02
4 810     1.657353e+02 -2.747671e+02
4 811     3.010475e+02 4.579431e+01
4 812     3.154293e+02 1.382249e+02
4 813     3.283479e+02 1.221838e+02
4 814     2.809039e+02 1.057648e+02
4 815     2.858091e+02 6.793079e+01
4 816     2.114943e+02 -2.782919e+02
4 817     2.316492e+02 3.478162e+01
4 818     2.468642e+02 1.597388e+01
4 819     4.531325e+02 8.528320e+00
4 820     2.219561e+02 2.812744e+00
4 821     3.473546e+02 -3.390210e+01
4 822     3.803482e+02 -6.778674e+01
4 823     8.529541e+01 -7.056281e+01
4 824     1.606971e+02 -7.200226e+01
4 825     9.220776e+01 -4.881534e+02
4 826     1.376575e+02 -4.978226e+02
4 827     2.611634e+02 -1.264276e+02
4 828     -5.031879e+01 -1.213436e+02
4 829     3.621611e+02 -2.760474e+01
4 830     2.736502e+02 1.359447e+02
4 831     8.917480e+00 -2.805247e+02
4 832     -1.179492e+02 -2.839563e+02
4 833     -1.137695e+01 -2.868116e+02
4 834     -7.756793e+01 -2.939668e+02
4 835     -8.255701e+01 -3.063778e+02
4 836     8.693616e+01 -3.999863e+02
4 545     1.174492e+02 -4.003475e+02
4 837     -1.376532e+01 -4.080990e+02
4 838     1.732697e+02 -2.046498e+02
4 839     5.269043e+01 -4.255511e+02
4 840     4.631442e+02 -4.781930e+02
4 841     1.234904e+02 -4.861691e+02
4 842     1.661677e+02 -4.862380e+02
4 843     3.629513e+02 -4.214998e+02
4 844     2.697023e+02 -4.348884e+02
4 845     2.010986e+02 -9.764325e+01
4 846     3.017587e+02 -9.051691e+01
4 847     1.906754e+02 -1.028823e+02
4 848     -1.531212e+02 -2.823203e+02
4 849     2.284969e+02 -8.604462e+01
4 850     3.238589e+02 -7.313586e+01
4 851     3.445793e+02 -6.442657e+01
4 852     2.591616e+02 -6.205396e+01
4 853     3.215947e+02 -5.668280e+01
4 854     4.675759e+02 -3.359863e+00
4 855     -3.599764e+02 -2.957124e+02
4 856     4.201880e+02 -1.833737e+02
4 857     1.390098e+02 -1.821868e+02
4 858     2.090137e+02 -1.759794e+02
4 859     -5.633353e+01 -1.602382e+02
4 860     -6.894608e+01 -1.525467e+02
4 861     1.943547e+02 -1.333280e+02
4 862     2.225645e+02 1.984827e+01
4 863     -3.555454e+02 -2.861623e+02
4 656     2.764076e+02 1.240562e+02
4 864     2.851118e+02 1.371969e+02
4 865     3.210370e+02 1.486337e+02
4 866     4.807658e+02 -2.445293e+02
4 867     7.636749e+01 -2.396274e+02
4 868     3.121038e+02 1.032709e+01
4 869     2.419484e+02 3.161261e+01
4 870     2.495590e+02 3.588495e+01
4 871     -2.991082e+02 -2.743475e+02
4 872     2.869128e+02 4.832739e+01
4 873     3.098882e+02 4.916309e+01
4 874     2.569401e+02 4.927631e+01
4 875     2.390918e+02 4.950000e+01
4 876     2.286212e+02 5.432458e+01
4 652     2.178270e+02 5.528223e+01
4 877     4.879367e+02 5.637695e+00
4 878     2.958719e+02 6.226801e+01
4 879     2.740796e+02 6.973016e+01
4 880     5.020134e+02 -2.581777e+02
4 881     2.920902e+02 8.069287e+01
4 882     3.142042e+02 8.360748e+01
4 883     3.360798e+02 8.479272e+01
4 884     2.524757e+02 8.596112e+01
4 885     2.143764e+02 9.033771e+01
4 886     3.943975e+02 9.687531e+01
4 887     2.897515e+02 9.973627e+01
4 888     2.231808e+02 9.897784e+01
4 889     2.689894e+02 1.059111e+02
4 655     3.079351e+02 1.218104e+02
4 890     1.564246e+02 -4.977545e+02
4 891     1.737890e+02 -8.046710e+01
4 892     2.160146e+02 -2.230594e+02
4 893     2.572199e+02 -4.811189e+02
4 894     1.773262e+02 -4.786715e+02
4 895     1.848016e+02 -2.243665e+02
4 896     -2.751285e+01 -4.771793e+02
4 897     3.918162e+02 -4.719050e+02
4 898     3.330345e+02 1.057565e+02
4 899     -1.056801e+02 4.810095e+01
4 900     9.693274e+01 -5.673154e+02
4 901     2.360948e+02 -3.569308e+02
4 902     2.500999e+02 -4.072142e+02
4 903     1.500695e+02 -4.069562e+02
4 904     2.298860e+02 -3.935317e+02
4 905     -1.091566e+02 -2.006167e+02
4 906     2.629537e+02 -3.622988e+02
4 907     1.947023e+02 -4.686118e+02
4 908     5.269021e+02 -3.484158e+02
4 909     2.611693e+02 -3.476772e+02
4 910     2.436143e+02 -3.417063e+02
4 911     5.145952e+02 -3.283933e+02
4 912     -4.939389e+01 -3.260947e+02
4 913     2.325540e+02 -3.203215e+02
4 914     1.536428e+02 -3.011769e+02
4 915     2.828475e+02 -1.925091e+02
4 418     -3.669089e+01 -4.678912e+02
4 916     9.041510e+01 -4.636351e+02
4 917     1.240099e+02 -4.628726e+02
4 918     -2.061563e+02 -4.220895e+02
4 919     4.033545e+01 -4.559235e+02
5 920     -9.747876e+01 1.131588e+02
5 921     -2.420215e+01 4.031415e+02
5 922     -1.892440e+02 3.507698e+02
5 923     5.475619e+02 1.486801e+02
5 924     -1.894382e+02 5.249829e+02
5 925     -4.049483e+02 2.954596e+02
5 926     -4.637613e+02 3.234916e+02
5 927     1.910842e+02 1.727208e+02
5 928     -2.391368e+02 1.722498e+02
5 929     1.917397e+02 6.769046e+01
5 930     6.653118e+02 3.322946e+02
5 931     3.447087e+02 2.970371e+02
5 932     1.573116e+02 2.809867e+02
5 933     -1.796045e+01 2.396441e+02
5 934     -1.101488e+02 2.301289e+02
5 935     6.267590e+01 2.296211e+02
5 16     -6.817993e+01 1.865789e+02
5 936     -3.037473e+02 9.232980e+01
5 937     2.544772e+02 9.413773e+01
5 938     -4.818002e+02 6.442450e+01
5 939     2.538942e+02 2.526257e+01
5 940     -4.802075e+02 -1.979382e+01
5 941     -3.051233e+02 2.253516e+01
5 942     -2.677969e+02 4.033949e+02
5 943     2.126244e+02 4.714090e+02
5 944     -2.805800e+02 4.952025e+02
5 945     -1.019818e+02 3.739318e+02
5 37     5.468939e+01 3.740602e+02
5 23     1.025200e+02 1.886799e+02
5 33     2.402075e+01 1.887471e+02
5 34     -1.496041e+02 1.882437e+02
5 946     4.362574e+02 2.835864e+02
5 947     -2.679885e+02 3.533027e+02
5 306     1.699943e+02 4.691362e+02
5 948     -4.791774e+02 4.772735e+02
5 949     1.427047e+02 -3.910956e+01
5 950     -3.985067e+02 4.205017e+00
5 951     4.249135e+02 6.295026e+01
5 952     -4.001000e+02 7.779135e+01
5 953     -5.252007e+02 1.489655e+02
5 954     5.927544e+02 1.724029e+02
5 955     5.300277e+02 2.315412e+02
5 956     2.284534e+02 2.296744e+02
5 957     -3.795525e+02 2.391038e+02
5 958     4.767017e+02 2.606294e+02
5 959     -4.130527e+02 2.597620e+02
5 960     -5.293463e+02 2.617691e+02
5 961     6.761337e+02 3.892344e+02
5 44     4.238247e+02 4.710441e+02
5 962     5.636890e+01 -2.144631e+02
5 963     -3.139941e+02 3.146695e+01
5 964     -3.137968e+02 7.691690e+01
5 965     6.352118e+01 1.064183e+02
5 966     -2.763040e+02 2.299185e+02
5 967     -4.388977e+00 -3.426490e+02
5 968     -1.889465e+02 -3.972882e+01
5 969     -1.706354e+01 -3.439099e+01
5 970     -6.423761e+02 1.292550e+02
5 971     3.479882e+02 4.048697e+02
5 128     -3.985932e+02 4.093416e+02
5 972     2.562255e+02 3.456091e+02
5 973     3.323755e+01 4.577712e+02
5 974     8.469153e+01 -2.271446e+02
5 975     4.986965e+02 5.919638e+01
5 976     -4.518675e+02 2.722488e+02
5 977     5.932556e+00 2.820301e+02
5 978     -7.257001e+01 3.367683e+02
5 979     4.515135e+02 3.111873e+02
5 519     6.484991e+01 3.583997e+01
5 980     -2.657930e+02 4.462363e+02
5 981     -4.500412e+02 2.416962e+02
5 982     3.992361e+02 2.446806e+02
5 983     -5.940832e+02 2.296178e+02
5 111     -9.155341e+01 2.046432e+02
5 984     2.572632e+01 3.404672e+02
5 985     -4.504254e+02 3.901077e+02
5 986     6.107295e+02 4.943573e+02
5 987     4.235929e+02 2.944405e+02
5 988     -5.990024e+02 -1.664228e+02
5 989     -5.835318e+02 -3.886176e+01
5 990     -5.191375e+02 3.287234e+01
5 991     8.865308e+01 9.435492e+01
5 992     1.919697e+02 3.629043e+02
5 993     -2.488017e+02 5.133493e+02
5 994     -3.229077e+02 3.244660e+02
5 995     3.666179e+02 4.280548e+02
5 996     -1.127054e+02 1.163234e+02
5 154     -8.694452e+01 4.332612e+02
5 194     3.912292e+01 4.334566e+02
5 997     5.119982e+02 4.287786e+02
5 998     1.387598e+01 4.344170e+02
5 999     2.083970e+02 4.158469e+02
5 286     -6.114221e+01 4.093933e+02
5 281     -3.576166e+01 4.092591e+02
5 282     -1.167419e+01 4.091745e+02
5 283     1.320917e+01 4.092370e+02
5 1000     -6.162079e+01 4.344840e+02
5 1001     4.195415e+02 4.064905e+02
5 188     -1.132203e+02 3.850312e+02
5 291     -8.634979e+01 3.848033e+02
5 292     -6.091479e+01 3.848496e+02
5 288     -3.565082e+01 3.847529e+02
5 277     -1.164099e+01 3.847813e+02
5 289     1.329095e+01 3.848437e+02
5 290     3.874353e+01 3.849078e+02
5 199     6.578027e+01 3.851279e+02
5 1002     -1.297404e+02 3.731721e+02
5 1003     8.246826e+01 3.729554e+02
5 1004     -4.005492e+02 3.580415e+02
5 1005     5.533856e+02 4.583329e+02
5 206     -1.138805e+02 3.585782e+02
5 1006     -3.650769e+01 4.327513e+02
5 1007     -1.223376e+01 4.330858e+02
5 544     -3.845290e+02 1.243902e+02
5 1008     -3.225450e+02 1.163235e+02
5 1009     2.291989e+02 7.283432e+01
5 1010     3.071098e+02 5.227900e+02
5 1011     -5.203953e+02 5.226808e+02
5 229     5.219611e+02 5.177277e+02
5 1012     -3.201472e+02 5.122510e+02
5 1013     -6.684485e+02 4.954011e+02
5 1014     2.665893e+02 4.895323e+02
5 1015     3.240514e+02 4.835814e+02
5 1016     -6.435369e+02 4.803309e+02
5 1017     4.040497e+02 4.784906e+02
5 1018     2.877947e+02 4.667784e+02
5 1019     5.920732e+02 4.645958e+02
5 191     3.062693e+02 4.630620e+02
5 272     2.135920e+02 9.622583e+01
5 523     6.604407e+01 7.444943e+01
5 1020     -1.290226e+02 6.557715e+01
5 1021     2.161667e+02 6.257373e+01
5 184     2.300668e+02 4.723837e+01
5 1022     3.252755e+02 4.387112e+01
5 1023     -6.973479e+02 3.836066e+01
5 1024     2.132244e+02 3.587283e+01
5 1025     -6.803092e+02 2.340442e+01
5 529     -2.617085e+02 1.002520e+02
5 1026     3.816016e+02 -3.708942e+01
5 1027     -3.278326e+02 -3.494626e+02
5 489     -4.811596e+02 2.940476e+02
5 1028     -6.008002e+01 3.575190e+02
5 209     -3.547040e+01 3.572861e+02
5 210     -1.151923e+01 3.573199e+02
5 1029     1.288336e+01 3.575934e+02
5 204     3.969330e+01 3.576841e+02
5 205     6.652582e+01 3.586777e+02
5 1030     -3.232573e+02 3.516270e+02
5 1031     -9.949237e+01 3.426523e+02
5 1032     5.193994e+01 3.428798e+02
5 1033     -3.078628e+02 3.373613e+02
5 1034     4.802986e+02 3.104169e+02
5 1035     -2.573057e+02 3.098456e+02
5 1036     -8.683246e+01 3.575230e+02
5 1037     4.700374e+02 2.917682e+02
5 487     -2.458380e+01 2.799288e+02
5 1038     3.671440e+02 2.763985e+02
5 1039     3.508911e+02 2.631147e+02
5 1040     -2.290413e+02 2.545650e+02
5 1041     -2.601619e+02 2.331947e+02
5 1042     5.069098e+02 1.748371e+02
5 1043     5.429644e+02 1.307211e+02
5 1044     -5.957831e+02 1.294276e+02
5 525     -9.550079e+01 1.289962e+02
5 110     4.765851e+01 1.290854e+02
5 1045     -6.202975e+02 2.115631e+02
5 1046     1.241601e+02 2.215063e+02
5 168     9.430652e+01 2.218102e+02
5 268     4.076215e+01 2.214915e+02
5 1047     3.882904e+01 2.422784e+02
5 1048     -1.586442e+02 2.413170e+02
5 114     4.978125e+02 2.445618e+02
5 1049     -5.991066e+02 2.110367e+02
5 1050     -5.718591e+02 2.482010e+02
5 381     4.986890e+01 2.540471e+02
5 1051     2.207322e+02 5.060173e+02
5 1052     5.662821e+02 5.057717e+02
5 1053     2.848835e+02 4.985671e+02
5 1054     -2.983009e+02 4.985117e+02
5 1055     -6.156029e+02 6.921066e+01
5 1056     -2.781502e+02 7.149545e+01
5 1057     -1.281075e+02 1.905294e+02
5 152     3.074186e+02 4.870650e+02
5 431     -2.908640e+02 1.281950e+02
5 1058     2.407235e+02 1.290426e+02
5 1059     3.986681e+02 1.333114e+02
5 1060     1.802117e+02 2.085945e+02
5 1061     5.780280e+02 2.116493e+02
5 285     -1.077407e+02 4.072338e+02
5 1062     3.858624e+02 3.994185e+02
5 1063     4.505518e+02 3.942186e+02
5 1064     6.533040e+02 3.658100e+02
5 1065     -4.705326e+02 3.605897e+02
5 1066     4.181056e+02 3.596704e+02
5 260     -5.931320e+02 3.165573e+02
5 1067     -5.676432e+02 3.075387e+02
5 259     4.625652e+02 3.044121e+02
5 1068     -4.546925e+02 2.828997e+02
5 1069     -5.885707e+02 3.005628e+02
5 1070     -5.499361e+02 2.992432e+02
5 1071     -2.717948e+02 2.559856e+02
5 1072     -3.533444e+02 4.834916e+02
5 1073     2.356531e+02 4.769086e+02
5 1074     -6.095094e+02 4.599244e+02
5 1075     -1.601108e+02 2.539508e+02
5 1076     -5.864003e+02 4.449461e+02
5 571     -2.977281e+02 2.711561e+02
5 1077     3.846240e+02 4.288398e+02
5 1078     5.317317e+02 4.279683e+02
5 1079     -5.438150e+02 4.185931e+02
5 1080     -2.617843e+02 3.556812e+01
5 1081     3.926564e+02 -5.690533e+01
5 1082     -2.328467e+01 3.446510e+02
5 1083     -6.770244e+02 4.023883e+01
5 1084     6.153235e+01 -2.025964e+02
5 1085     4.809735e+01 -1.901896e+02
5 1086     2.469940e+01 -1.852979e+02
5 600     5.228633e+02 -1.415498e+02
5 1087     -1.204211e+02 2.538916e+02
5 1088     3.701573e+02 2.759778e+01
5 1089     -1.590643e+02 2.780212e+01
5 1090     -5.954267e+02 2.695901e+01
5 1091     3.489037e+02 3.557309e+02
5 1092     -4.645654e+02 3.976468e+01
5 1093     -2.781600e+02 4.705338e+01
5 1094     -4.360121e+02 6.386774e+01
5 1095     -1.396099e+02 2.548019e+02
5 1096     1.518973e+02 -1.943933e+01
5 1097     -5.667541e+02 2.072260e+01
5 1098     -4.990309e+02 1.346033e+01
5 1099     -4.640637e+02 1.536121e+01
5 1100     -3.114492e+02 1.292889e+02
5 1101     -6.217882e+02 1.304047e+02
5 545     3.739946e+02 1.275600e+02
5 536     3.371643e+02 3.240198e+02
5 1102     8.078198e+01 3.613298e+02
5 1103     2.615228e+01 3.480734e+02
5 1104     -4.386784e+02 3.436870e+02
5 1105     3.869053e+02 3.431193e+02
5 1106     -4.141617e+02 3.372578e+02
5 1107     2.584120e+02 3.350643e+02
5 1108     -3.889942e+02 3.235508e+02
5 1109     4.055096e+02 3.658275e+02
5 1110     5.054360e+02 3.185220e+02
5 1111     -3.839266e+02 3.120718e+02
5 594     -3.673454e+02 3.103936e+02
5 1112     2.966788e+02 2.987631e+02
5 1113     2.796340e+02 2.888838e+02
5 1114     -3.301718e+02 2.882221e+02
5 1115     2.634033e+02 2.787675e+02
5 1116     -6.074489e+02 4.995758e+02
5 1117     6.449589e+02 5.001250e+02
5 1118     -5.060027e+02 4.933150e+02
5 1119     4.505763e+02 4.926280e+02
5 1120     5.421565e+02 4.738077e+02
5 1121     2.556478e+02 4.637708e+02
5 1122     -3.520266e+02 4.618362e+02
5 1123     -4.072028e+02 2.636136e+02
5 1124     2.758538e+02 4.563630e+02
5 1125     2.929319e+02 4.475015e+02
5 1126     -8.320300e+01 4.389543e+02
5 1127     -5.313489e+02 4.238861e+02
5 1128     6.095758e+01 4.057202e+02
5 1129     -5.059170e+02 3.963227e+02
5 1130     -4.891331e+02 3.864194e+02
5 1131     -7.346808e+01 3.724796e+02
5 1132     2.628265e+01 3.722716e+02
5 1133     -5.740194e+02 1.393255e+02
